anio,estado,clave_siinah,recinto,enero_nac,enero_ext,febrero_nac,febrero_ext,marzo_nac,marzo_ext,abril_nac,abril_ext,mayo_nac,mayo_ext,junio_nac,junio_ext,julio_nac,julio_ext,agosto_nac,agosto_ext,septiembre_nac,septiembre_ext,octubre_nac,octubre_ext,noviembre_nac,noviembre_ext,diciembre_nac,diciembre_ext
1999,Puebla,4100013,Ex-Convento Franciscano de Tecalli,1573,0,547,0,1917,0,1081,0,2965,0,1097,0,2276,40,1284,23,1402,9,998,0,2850,0,1200,20
1999,Puebla,4100009,Ex-Convento de San Francisco Huaquechula,403,0,324,0,493,0,594,0,636,0,303,5,402,8,496,10,370,8,311,0,3653,30,420,0
1999,Puebla,4100010,Ex-Convento de San Francisco Tecamachalco,425,0,462,0,533,0,501,0,956,5,309,2,254,0,0,0,0,0,0,0,0,0,0,0
1999,Puebla,4100014,Fuerte de Guadalupe,1646,55,1860,21,5671,143,6451,271,5248,40,5059,0,5831,85,6576,455,2618,26,3425,39,2657,201,3787,71
1999,Querétaro,2301500,Museo Regional de Querétaro,4413,505,6024,449,9187,397,9520,280,5600,264,20719,1271,8092,575,10095,751,9575,395,10394,470,8064,406,6539,470
1999,Quintana Roo,2403500,Museo Maya de Cancún con Z. A,434,479,564,389,1064,382,760,382,376,276,649,228,454,289,510,333,348,260,317,260,955,354,303,289
1999,San Luis Potosí,2301600,Museo Regional Potosino,2701,121,3915,101,4555,163,4910,216,4013,111,2813,124,4316,244,3003,183,2712,86,4051,105,3568,80,2712,49
1999,Sinaloa,2403600,Museo Arqueológico de Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Sonora,2301700,Museo Regional de Sonora,1223,48,1617,23,1713,47,1871,31,1820,21,1661,64,943,37,1047,45,1178,45,1684,36,1418,50,1864,37
1999,Tabasco,2403700,Museo de Oxolotán,504,6,489,34,678,0,1726,0,987,0,1003,0,580,0,754,0,424,0,489,0,416,0,390,0
1999,Tamaulipas,2403800,Museo de la Cultura Huasteca,637,229,2010,212,1036,59,1113,22,808,12,1364,23,912,42,905,20,661,14,690,2,1095,75,623,49
1999,Tlaxcala,2301800,Museo Regional de Tlaxcala,2186,285,3218,128,2430,85,2761,48,2055,57,1983,56,2522,69,2440,95,1821,38,2827,47,1929,54,2190,46
1999,Veracruz,2404200,Museo Local Tuxteco,362,78,388,54,475,104,1065,27,639,14,661,42,783,48,578,29,539,16,235,5,267,60,612,56
1999,Veracruz,2403900,Museo Baluarte de Santiago,1685,174,2020,137,1749,126,2879,87,1390,84,1572,80,3002,136,2148,174,1436,98,1266,94,1360,95,2457,131
1999,Veracruz,2404100,Museo del Fuerte de San Juan de Ulúa,7132,428,7962,537,14806,358,17956,146,10993,169,12659,251,18523,304,12773,378,5206,255,5246,293,6479,404,9465,642
1999,Veracruz,2502900,Museo de Sitio de El Zapotal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Veracruz,2503200,Museo de Sitio de Tres Zapotes con Zona Arqueológica,517,37,109,12,633,58,618,53,422,12,342,22,527,37,505,37,303,12,166,8,269,35,456,45
1999,Veracruz,2404000,Museo de Palmillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Yucatán,2301900,"Museo Regional de Yucatán ""Palacio Cantón""",5069,2012,1767,946,3075,1287,3702,2537,2326,1151,1905,1563,2814,1353,2991,2082,2415,1147,2752,1089,3643,0,3299,1782
1999,Yucatán,2404300,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",275,61,384,64,461,46,559,96,257,10,261,31,455,32,239,44,212,19,374,10,432,16,336,13
1999,Zacatecas,2302000,Museo de Guadalupe,6820,340,8003,506,11079,645,15091,224,9429,205,9502,180,15293,362,12876,313,8348,251,8218,188,8653,211,8721,325
1998,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,3046,34,2829,30,3442,21,2613,75,2026,57,1947,29,1771,73,1168,75,1210,26,3545,24,3265,24,2066,95
1998,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",0,0,0,0,0,0,0,0,0,0,0,0,320,107,397,68,523,64,594,73,332,42,76,17
1998,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,799,836,1061,897,1060,703,1234,305,598,198,855,139,1314,273,724,280,1166,109,1153,247,1190,329,681,634
1998,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,1120,1100,229,643,840,900,1732,671,637,476,541,306,479,270,450,287,214,145,337,225,576,270,504,700
1998,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Baja California Sur,4100016,Misión de San Francisco Javier,90,135,110,145,101,210,316,203,76,92,76,82,81,97,110,201,41,30,51,92,99,110,62,72
1998,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",1402,450,1183,295,2000,292,2817,260,1232,121,841,122,3427,310,2664,343,882,213,532,266,1469,339,4169,1048
1998,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,2923,470,3145,579,3062,472,4399,360,1835,382,1654,177,3659,303,3452,334,1553,149,1612,353,2550,464,5107,964
1998,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,389,10,381,18,389,10,601,10,368,1,666,2,653,7,390,2,632,0,604,11,600,25,1707,81
1998,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,2108,142,1817,174,2269,65,3990,42,1423,28,1233,35,2226,26,2494,50,1284,16,1208,17,2237,38,3840,225
1998,Chiapas,2300500,Museo Regional de Chiapas,1561,80,1993,135,2128,58,2538,19,3332,30,1172,157,2019,54,1932,98,1159,38,1459,34,1955,41,1080,104
1998,Chiapas,2401000,Museo de los Altos de Chiapas,362,337,430,286,214,173,0,0,35,65,135,71,137,128,758,435,274,71,1807,153,766,248,1071,136
1998,Chiapas,2400900,Museo Arqueológico del Soconusco,352,170,177,261,1000,400,842,443,868,478,350,70,750,200,900,260,1101,332,238,222,513,196,444,297
1998,Chiapas,2400800,Museo Arqueológico de Comitán,320,246,216,214,269,3,398,15,194,184,124,38,320,15,582,13,669,16,472,7,353,3,949,37
1998,Chihuahua,2401100,Museo de la Revolución en la Frontera,3318,348,3309,196,3411,348,16336,1004,10260,1031,5505,378,4523,769,5117,417,4756,330,6061,313,5268,354,3260,402
1998,Ciudad de México,2100100,Museo Nacional de Antropología,123385,66840,131641,75911,105306,42677,88720,34067,59831,22931,52047,20450,42282,33118,59977,36594,131775,29979,136128,34083,108841,33012,47143,22825
1998,Ciudad de México,2100200,Museo Nacional de Historia,50791,6903,53963,8042,67137,7138,123882,12421,59545,4330,62083,7325,64915,8794,58385,5752,53084,3979,57954,3383,37584,16561,27387,13679
1998,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,19429,530,16657,551,29586,722,18137,534,14108,415,10844,734,15121,419,19950,517,21302,505,38002,692,33008,740,17871,396
1998,Ciudad de México,2100400,Museo Nacional de las Intervenciones,10735,132,11804,109,14559,167,11620,136,9118,82,6405,111,1699,196,2675,146,5483,101,7994,105,9543,84,5272,64
1998,Ciudad de México,2600100,Museo Casa Carranza,2409,36,3200,26,2768,28,1415,0,2134,27,1709,27,223,39,1293,11,930,10,1409,16,2879,22,915,15
1998,Ciudad de México,2200200,Museo de El Carmen,5442,282,5663,347,5685,188,10041,154,8910,210,6379,276,13785,346,8186,273,5458,160,7173,305,9463,28,4138,269
1998,Ciudad de México,2200100,Galería de Historia,15263,249,14924,208,23728,113,27231,230,13112,209,9728,142,9728,142,6256,278,11871,182,18895,165,17876,132,11184,136
1998,Ciudad de México,2500500,Museo del Templo Mayor,23727,10112,25294,9263,38016,8002,27569,7991,16198,5560,15821,6411,18625,8352,20853,10985,25666,8988,38141,10806,46332,10867,26877,6439
1998,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",87,0,1084,0,1189,0,535,0,402,0,735,0,611,0,629,0,442,0,486,0,1301,0,504,0
1998,Coahuila,2300300,Museo Regional de la Laguna,1390,7,2142,16,2914,8,5681,25,1657,10,1637,4,1465,4,1515,9,2425,4,2979,11,2603,6,2015,9
1998,Colima,2300400,Museo Regional de Historia de Colima,1512,495,1751,841,2408,667,1765,286,1873,34,1419,83,1610,120,908,94,2324,40,2708,63,893,42,882,171
1998,Estado de México,2100500,Museo Nacional del Virreinato,14591,833,17632,1133,24835,1020,25162,863,18019,545,14461,484,16481,947,13988,913,16108,844,11774,6971,12877,8233,17760,782
1998,Estado de México,2501000,Museo Prehistórico de Tepexpan,2363,6,5447,9,7111,7,7378,6,1153,5,2548,10,618,9,728,16,811,12,3404,24,4916,12,5350,34
1998,Estado de México,2600200,Museo Virreinal de Acolman,6241,439,10725,701,14588,586,12998,1119,6213,564,5167,399,2980,805,3946,705,2803,372,8053,509,12333,557,10755,540
1998,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,2160,0,990,0,1748,0,1526,0,968,0,1602,0,1174,0,1063,0,3912,0,2557,0,1716,0,1069,0
1998,Estado de México,2500800,Museo de Murales Teotihuacanos Beatriz de la Fuente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Estado de México,4100007,Ex-Convento de Oxtotipac,347,11,375,7,1923,7,1038,0,610,23,460,92,414,12,339,8,451,7,387,0,771,10,630,628
1998,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,76,0,0,0,100,0,95,0,70,0,68,0,62,0,23,49,64,0,63,0,69,0,77,0
1998,Estado de México,4100001,Capilla Abierta de Tlalmanalco,223,11,206,6,262,6,227,0,0,0,139,4,0,0,182,6,140,0,0,0,193,0,327,12
1998,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,9230,703,7520,684,14758,595,12860,653,9801,376,11281,372,12968,643,11010,1012,8457,331,12863,350,8204,397,8371,602
1998,Guanajuato,2401300,Museo Casa del Dr. José María Luis Mora,578,0,476,0,596,0,528,0,324,0,552,0,630,0,543,0,633,0,387,0,575,0,698,0
1998,Guanajuato,2401400,Museo Ex Convento Agustino de San Pablo,526,234,604,88,980,90,922,18,482,20,506,110,492,240,300,20,312,18,307,30,336,10,288,40
1998,Guanajuato,2401200,"Museo Casa de Hidalgo ""La Francia Chiquita""",608,2,734,2,834,0,610,6,594,0,585,4,496,4,280,15,767,0,306,14,814,0,270,3
1998,Guanajuato,2401600,Museo Local de Valle de Santiago,565,5,706,3,491,0,387,4,287,0,320,0,284,2,251,3,410,0,315,5,424,0,758,5
1998,Guanajuato,2401500,Museo Histórico de San Miguel de Allende,3720,1516,3861,2053,4368,1157,8136,955,4418,605,4047,777,7106,1009,3740,972,1763,119,2557,81,1600,517,3330,530
1998,Guanajuato,2600300,Casa de Hidalgo,4715,63,5043,73,6360,93,7994,95,6579,59,8006,52,10883,133,7188,76,6845,109,6041,66,10080,69,6806,79
1998,Guanajuato,4100004,Ex-Convento Agustino de Fray Juan de Sahagún,0,0,371,3,518,0,598,0,801,0,810,0,1065,13,633,1,1028,2,857,0,743,0,686,0
1998,Guerrero,2300700,Museo Regional de Guerrero,5309,67,6145,73,4398,12,3557,0,2456,9,5224,1,6940,31,7264,9,7102,20,8898,7,6481,1,6988,11
1998,Guerrero,2401700,Museo Guillermo Spratling,1098,352,1509,346,1147,278,898,156,896,166,689,178,997,378,1202,281,480,211,910,196,1179,271,1182,191
1998,Guerrero,2401800,"Museo Histórico de Acapulco, Fuerte de San Diego",2457,1295,3155,1701,2952,2123,2188,1745,1381,842,2225,260,1249,352,2431,418,1413,385,1504,1466,1432,1103,2115,806
1998,Hidalgo,2402000,Museo Regional de Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Hidalgo,2401900,Museo de Actopan,1297,15,1582,8,1767,8,1909,15,1399,3,1148,4,1746,0,1873,5,1151,8,1726,4,1320,6,1342,1
1998,Hidalgo,2402000,Museo de la Fotografía,1824,72,3596,36,4503,116,5066,59,4585,51,3436,158,3290,59,3190,61,1989,28,2282,0,2016,24,1731,49
1998,Hidalgo,2402100,Museo Tepeapulco,984,0,1140,0,844,80,1171,0,638,0,756,0,853,4,741,0,831,0,853,11,1385,343,917,7
1998,Hidalgo,4200004,"Ex - convento de San Miguel Arcángel, Ixmiquilpan",996,7,1007,7,1135,10,1452,19,1008,12,993,9,1042,8,1007,6,997,8,965,11,1213,19,1475,5
1998,Hidalgo,4100008,Ex - convento de San Andrés Epazoyucan,502,6,423,6,364,0,581,10,195,5,465,1,597,8,270,8,360,15,369,20,437,42,369,8
1998,Jalisco,2300800,Museo Regional de Guadalajara,6350,2323,4107,1722,5245,1342,5312,1618,6748,1494,4388,1326,8507,4696,7800,4726,6171,975,10396,1334,6102,716,5137,1155
1998,Jalisco,2402200,Museo Arqueológico de Ciudad Guzmán,340,218,574,162,601,181,393,222,659,136,612,291,612,242,439,130,659,136,871,277,992,243,876,235
1998,Jalisco,2402400,Museo del Cuale,5852,739,6613,1024,6519,984,5710,821,7301,1282,1604,1621,9384,3054,9588,7689,3387,825,1648,2035,3439,2836,9215,1344
1998,Jalisco,2402300,"Museo ""Casa Agustín Rivera""",560,45,474,0,806,236,754,215,359,0,402,32,780,0,1000,59,400,166,729,100,260,198,285,43
1998,Michoacán,2300900,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",2572,116,2602,86,1507,271,1675,218,2284,75,2304,164,2049,245,1438,176,590,162,2479,129,3313,115,1994,206
1998,Michoacán,2402500,Museo de Artes y Oficios de Pátzcuaro,1452,693,1414,791,1600,725,2058,799,1342,418,1629,531,2344,756,3218,743,1961,367,1851,829,1693,564,2636,705
1998,Michoacán,2600400,Museo Casa de Morelos,1153,109,1643,157,2287,169,4048,88,2075,55,2450,116,3399,176,3229,141,11087,84,3478,108,2760,94,2080,148
1998,Michoacán,2402600,Museo de la Estampa Ex Convento de Santa María Magdalena,409,18,244,40,533,43,759,33,448,20,437,26,686,73,693,34,576,10,539,77,582,13,712,61
1998,Michoacán,4100015,Templo de Tupátaro,814,116,761,126,1363,173,1314,38,1220,46,647,129,1366,175,1777,80,895,68,1448,357,1928,295,1398,178
1998,Morelos,2301000,Museo Regional Cuauhnáhuac,7759,4065,7002,4260,7005,4515,10634,6741,4942,3496,8632,5883,10100,8869,8760,4951,4833,3063,6986,3220,6093,2663,10991,5042
1998,Morelos,2402800,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",1261,13,1493,30,1632,54,1930,12,1348,7,801,6,1050,7,542,8,857,13,616,0,723,2,1060,0
1998,Morelos,2402700,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,464,335,295,175,200,50,125,25,35,0,221,87,171,45,204,34,147,75,452,78,720,405,244,190
1998,Morelos,2700300,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,7609,846,6672,665,7523,639,9795,706,7921,543,5889,797,8802,1220,10269,1153,5963,508,6812,527,8290,648,7901,813
1998,Nayarit,2301100,Museo Regional de Nayarit,1709,151,1670,170,4133,127,3436,95,2741,65,1146,69,3186,86,3002,95,1611,27,1424,59,1164,68,1734,170
1998,Nayarit,2402900,Museo Local de Antropología e Historia de Compostela,447,28,496,43,627,15,502,16,400,7,339,107,481,9,430,17,0,0,0,0,524,8,587,61
1998,Nuevo León,2301200,"Museo Regional de Nuevo León ""Ex Obispado""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,237
1998,Oaxaca,2301300,Museo de las Culturas de Oaxaca,0,0,0,0,0,0,0,0,0,0,0,0,22785,6713,39799,13074,16084,4912,17477,7765,22023,8702,30266,9373
1998,Oaxaca,2600500,Museo Casa de Juárez,1210,435,1723,389,1835,292,2721,497,874,114,1122,90,3673,889,2474,386,517,129,660,182,899,212,2744,615
1998,Oaxaca,2403000,Sala Homenaje a Juárez,618,33,592,40,1950,270,1968,44,362,8,563,53,759,66,1766,93,759,120,485,88,480,62,590,90
1998,Oaxaca,4100005,Ex-Convento de Coixtlahuaca,186,17,116,9,192,32,282,14,207,6,104,22,170,14,146,24,217,11,96,76,479,41,519,45
1998,Oaxaca,4100006,Ex-Convento de Cuilapan,1078,480,930,240,1528,252,2773,360,1820,259,1670,240,1988,488,1311,450,816,320,667,360,1828,654,1977,249
1998,Oaxaca,4100011,Ex-Convento de Santo Domingo Yanhuitlán,553,51,420,61,319,15,738,152,566,160,283,14,586,0,555,18,320,0,437,0,788,62,646,120
1998,Oaxaca,4100012,Ex-Convento de Teposcolula,105,47,361,34,130,16,462,0,259,43,124,28,407,43,471,28,91,25,310,0,345,250,277,70
1998,Oaxaca,4200002,Ex-Convento de Huamelulpan,41,6,54,7,188,4,68,7,28,4,60,8,81,10,64,3,0,0,61,7,106,6,383,36
1998,Puebla,2301400,Museo Regional de Puebla,7355,40,7420,45,5537,48,10798,75,7998,30,8625,30,0,0,0,0,0,0,0,0,0,0,0,0
1998,Puebla,2403300,Museo de la No Intervención Fuerte de Loreto,3260,153,4990,255,14208,200,2628,32,2889,211,5992,330,4479,721,3900,248,2651,287,3029,200,6789,105,7652,220
1998,Puebla,2403100,Museo de Arte Religioso de Santa Mónica,2180,1303,2194,1022,2186,998,2952,1830,1661,1025,1437,980,2428,1791,2246,1557,1652,1060,2483,1423,2081,1277,4006,1056
1998,Puebla,2403200,Museo de la Evangelización,1560,20,2112,72,1949,24,1878,52,1962,35,1593,43,1549,62,1830,42,1648,31,2694,19,3078,36,2874,23
1998,Puebla,2403400,Museo del Valle de Tehuacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Puebla,4100003,Casa del Dean,475,57,626,53,615,63,563,54,635,57,524,48,547,58,568,57,468,48,537,52,655,50,578,68
1998,Puebla,4100017,Casa de la Palestina,48,0,51,0,61,0,54,0,61,0,47,0,58,0,55,0,52,0,43,0,115,5,56,0
1998,Puebla,4100013,Ex-Convento Franciscano de Tecalli,1122,0,789,0,2265,67,1533,105,1545,150,1309,22,1318,18,1075,13,2008,34,784,3,2892,22,1134,80
1998,Puebla,4100009,Ex-Convento de San Francisco Huaquechula,426,9,380,8,416,6,567,8,493,8,292,5,562,17,571,10,525,0,363,6,4058,56,408,6
1998,Puebla,4100010,Ex-Convento de San Francisco Tecamachalco,646,0,438,0,395,0,946,0,393,0,513,0,467,0,359,0,347,0,1226,0,427,0,492,0
1998,Puebla,4100014,Fuerte de Guadalupe,3210,120,3539,16,3316,22,7943,693,2830,363,1764,35,4973,675,3204,45,1191,29,2216,37,2974,27,3912,127
1998,Querétaro,2301500,Museo Regional de Querétaro,4325,443,3546,341,6637,379,6579,299,5324,332,4564,249,7240,761,7039,558,4229,292,8820,325,8454,269,5297,442
1998,Quintana Roo,2403500,Museo Maya de Cancún con Z. A,314,386,240,462,420,301,357,345,405,237,487,387,505,387,599,420,402,288,389,297,669,400,341,372
1998,San Luis Potosí,2301600,Museo Regional Potosino,1320,1234,2005,80,2553,88,5107,104,2888,99,3728,129,3751,260,2479,125,1782,12,3278,53,2450,96,2182,230
1998,Sinaloa,2403600,Museo Arqueológico de Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Sonora,2301700,Museo Regional de Sonora,1386,88,1966,61,2264,94,2244,68,1733,39,2512,89,1145,55,707,22,1760,34,1636,32,1835,96,1258,42
1998,Tabasco,2403700,Museo de Oxolotán,531,9,561,0,777,0,1422,0,770,0,398,3,537,0,885,5,459,0,374,0,503,0,458,0
1998,Tamaulipas,2403800,Museo de la Cultura Huasteca,1168,110,710,135,789,236,817,92,775,70,1492,92,978,134,1114,39,633,5,1478,3,6426,12,733,111
1998,Tlaxcala,2301800,Museo Regional de Tlaxcala,1900,174,2400,320,2415,112,2135,162,2249,152,2593,58,3018,99,3065,70,2159,72,3241,52,2575,33,2509,49
1998,Veracruz,2404200,Museo Local Tuxteco,759,101,514,69,1003,41,996,24,502,45,697,32,603,65,399,34,295,13,493,38,365,31,436,28
1998,Veracruz,2403900,Museo Baluarte de Santiago,2243,244,2433,50,1824,87,3555,76,2375,95,3972,136,2866,92,2590,121,1495,66,1194,139,1545,126,2828,131
1998,Veracruz,2404100,Museo del Fuerte de San Juan de Ulúa,0,0,11374,727,12280,530,18804,837,11466,158,10256,437,18024,724,16305,589,5477,404,4785,283,9371,372,14479,437
1998,Veracruz,2502900,Museo de Sitio de El Zapotal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Veracruz,2503200,Museo de Sitio de Tres Zapotes con Zona Arqueológica,274,37,301,33,348,38,654,70,237,33,381,27,534,90,468,48,241,15,437,25,268,19,296,24
1998,Veracruz,2404000,Museo de Palmillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Yucatán,2301900,"Museo Regional de Yucatán ""Palacio Cantón""",4169,2624,3100,1105,1050,1446,2792,1417,1936,758,2418,1296,3035,1593,3738,2501,2815,886,3110,2230,2202,997,2910,1356
1998,Yucatán,2404300,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",237,127,0,0,474,18,343,14,463,59,411,6,324,9,259,22,666,3,502,15,463,13,256,11
1998,Zacatecas,2302000,Museo de Guadalupe,7656,303,7092,302,11517,460,20600,310,9553,151,9160,275,15635,870,14231,397,5118,169,6602,179,8804,157,9227,230
1997,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,1776,23,2511,29,2703,33,2584,86,2088,37,1571,62,1572,88,2003,59,2052,31,2774,43,3119,46,1694,30
1997,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,888,882,694,1368,896,952,985,766,849,172,928,152,1158,140,733,247,1289,116,3599,265,1378,472,558,715
1997,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,380,900,0,0,623,300,1729,1097,540,635,435,335,419,172,394,101,188,161,1612,300,496,300,302,250
1997,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Baja California Sur,4100016,Misión de San Francisco Javier,138,300,97,199,208,213,125,154,81,180,55,138,50,75,90,109,19,23,145,175,44,134,55,124
1997,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",1101,427,687,262,1665,275,1663,181,1317,83,828,105,2990,311,368,291,0,0,1228,209,1435,334,2104,339
1997,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,2339,310,1421,270,4716,422,4751,474,4217,241,3069,272,6657,409,0,0,2399,291,2868,412,2419,572,4065,410
1997,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,425,9,139,2,398,4,208,18,148,0,221,0,463,12,510,0,526,3,240,12,405,14,20,0
1997,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,1032,38,727,25,1713,58,2828,21,1821,7,1257,66,3420,29,0,0,1143,40,2347,63,1811,65,1972,44
1997,Chiapas,2300500,Museo Regional de Chiapas,2378,189,2281,92,0,0,2700,44,1626,39,2445,65,1073,555,2470,100,1031,21,1617,32,1615,66,1454,76
1997,Chiapas,2401000,Museo de los Altos de Chiapas,0,0,0,0,0,0,0,0,0,0,70,123,0,0,0,0,470,298,0,0,0,0,324,244
1997,Chiapas,2400900,Museo Arqueológico del Soconusco,450,90,750,150,1300,400,550,150,270,315,180,81,401,272,179,100,700,150,333,137,0,0,1000,350
1997,Chiapas,2400800,Museo Arqueológico de Comitán,230,130,322,21,345,50,544,44,632,0,174,188,125,127,620,12,590,5,252,137,368,17,264,504
1997,Chihuahua,2401100,Museo de la Revolución en la Frontera,4822,550,3370,3604,3495,338,3858,372,4185,393,2915,409,3955,505,4348,553,3707,236,4051,298,4444,265,6355,339
1997,Ciudad de México,2100100,Museo Nacional de Antropología,95461,38790,126214,38587,156337,42522,101157,28983,50273,23110,51258,26395,42410,40746,52802,44403,139872,35664,215847,49780,84471,161155,97663,45267
1997,Ciudad de México,2100200,Museo Nacional de Historia,77975,7650,103637,6648,145962,13909,119690,5136,101256,4442,90019,5805,129358,10513,179219,13626,125712,4159,94943,6626,80685,6257,114409,6426
1997,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,16004,614,15836,636,14419,563,17193,563,13442,487,10929,583,18148,560,20831,607,19618,596,26538,701,28488,688,19382,579
1997,Ciudad de México,2100400,Museo Nacional de las Intervenciones,9365,142,10413,105,12018,72,11911,134,9741,99,5185,83,3379,109,3817,122,6947,60,6847,155,9569,78,5383,88
1997,Ciudad de México,2600100,Museo Casa Carranza,760,41,1047,27,264,3,1455,14,2121,35,0,0,1893,48,274,33,2028,16,1892,18,3129,25,831,17
1997,Ciudad de México,2200200,Museo de El Carmen,5474,281,6041,190,9453,305,4228,146,4719,161,4807,207,13417,479,7846,464,5122,226,8467,244,13891,293,5119,305
1997,Ciudad de México,2200100,Galería de Historia,17865,204,24861,273,31599,382,20544,72,9929,70,11191,95,4075,108,4440,281,12640,207,11825,170,17261,253,13431,103
1997,Ciudad de México,2500500,Museo del Templo Mayor,24475,7302,25141,7178,39297,9759,29455,6626,18213,5890,18526,7617,22740,11132,23580,13039,23408,9278,32638,9797,33466,11296,22847,7493
1997,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",397,0,442,0,1397,0,407,0,90,0,200,0,390,0,497,0,365,0,1170,0,2978,0,217,0
1997,Coahuila,2300300,Museo Regional de la Laguna,736,3,2080,10,3018,11,4516,1,2225,16,2979,6,2354,15,1835,5,2147,6,1879,4,1918,10,853,7
1997,Colima,2300400,Museo Regional de Historia de Colima,0,0,0,0,0,0,0,0,1220,34,1680,67,1610,164,2043,75,3398,35,2637,94,2087,277,1433,525
1997,Estado de México,2100500,Museo Nacional del Virreinato,16529,922,17796,1207,22004,1573,16933,820,18033,861,15385,603,17896,1174,21019,997,15951,553,17184,1168,22967,864,15962,786
1997,Estado de México,2501000,Museo Prehistórico de Tepexpan,3343,3,4999,9,6774,5,4396,4,4169,6,914,2,723,4,804,9,1304,30,2309,8,5195,10,5160,17
1997,Estado de México,2600200,Museo Virreinal de Acolman,5155,428,10304,495,15810,845,10373,546,8392,503,7125,501,3967,574,4477,735,3397,398,5631,1582,12390,542,12617,610
1997,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,1820,0,1234,0,1397,0,1440,0,1374,0,1054,0,922,0,1473,0,2617,0,1510,0,862,0,821,0
1997,Estado de México,2500800,Museo de Murales Teotihuacanos Beatriz de la Fuente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Estado de México,4100007,Ex-Convento de Oxtotipac,534,20,657,0,1250,221,1026,236,475,600,550,177,15,148,725,7,531,15,425,3,697,2,600,30
1997,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,78,0,74,0,59,0,43,0,64,0,87,0,74,0,41,0,165,0,81,0,125,0,0,0
1997,Estado de México,4100001,Capilla Abierta de Tlalmanalco,329,0,0,0,814,15,348,0,281,0,260,0,134,20,0,0,109,0,349,2,89,18,123,2
1997,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,5347,246,9624,356,20737,219,11117,270,10627,282,12053,251,18996,1311,21240,660,7369,423,20271,687,9988,667,9007,828
