anio,estado,clave_siinah,recinto,enero_nac,enero_ext,febrero_nac,febrero_ext,marzo_nac,marzo_ext,abril_nac,abril_ext,mayo_nac,mayo_ext,junio_nac,junio_ext,julio_nac,julio_ext,agosto_nac,agosto_ext,septiembre_nac,septiembre_ext,octubre_nac,octubre_ext,noviembre_nac,noviembre_ext,diciembre_nac,diciembre_ext
2019,Zacatecas,2302000,Museo de Guadalupe,3159,35,2878,54,3423,52,5589,87,3145,39,3656,22,4745,81,5509,67,4025,84,4318,40,4119,32,3045,36
2018,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,1851,21,1833,25,2247,25,3108,17,1807,35,1826,34,3366,62,2386,45,1827,13,1323,9,2921,29,1381,14
2018,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",650,201,607,92,1218,230,1359,210,1051,0,1360,217,1709,324,1312,159,920,79,604,18,113,58,929,71
2018,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,716,319,820,339,926,220,1028,300,1329,93,1109,46,1332,88,1172,29,666,57,1208,75,1093,196,1161,179
2018,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,672,156,711,497,816,389,1232,357,1101,203,836,211,1285,95,1332,72,0,0,0,0,0,0,541,265
2018,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,0,0,0,0,0,0,39,79,0,0,0,0,183,0,88,9,85,29,83,55,290,46,147,42
2018,Baja California Sur,4100016,Misión de San Francisco Javier,259,461,737,739,915,636,1440,541,591,563,502,302,1078,156,1251,46,485,11,933,71,453,62,5300,419
2018,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",2791,655,623,322,2771,567,1988,425,1402,277,1419,310,5163,541,3479,813,1413,185,3784,409,3317,803,5941,1033
2018,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,5895,865,4790,919,5855,816,5430,421,3306,361,2997,335,8144,500,5047,651,2142,191,3829,429,4110,918,7210,651
2018,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,142,2,129,2,157,2,163,15,703,0,153,2,183,5,164,2,93,0,258,3,220,0,240,3
2018,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,4041,202,3900,163,4480,131,3427,55,1947,32,1947,58,4845,80,3491,93,1159,25,2039,62,3015,78,4256,118
2018,Chiapas,2300500,Museo Regional de Chiapas,1373,68,1021,34,1993,30,1377,8,1280,10,868,11,1022,23,1192,17,2907,4,2182,18,1330,49,1001,26
2018,Chiapas,2401000,Museo de los Altos de Chiapas,2492,840,1828,773,3072,792,2636,556,2226,439,1908,348,3972,629,2303,693,1671,198,2446,302,3193,721,3958,562
2018,Chiapas,2400900,Museo Arqueológico del Soconusco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Chiapas,2400800,Museo Arqueológico de Comitán,443,39,572,12,815,37,824,20,508,24,866,38,1150,28,920,12,568,27,1008,66,755,67,1061,110
2018,Chihuahua,2401100,Museo de la Revolución en la Frontera,9027,1002,7873,532,5486,325,11747,758,17943,834,14020,809,10321,754,14394,675,12124,712,11005,605,11833,699,3794,192
2018,Ciudad de México,2100100,Museo Nacional de Antropología,157092,39154,135704,36326,102511,34940,151474,32837,127573,26717,127407,22007,153191,22752,225475,31194,262874,34208,435305,40206,230875,36386,103107,27410
2018,Ciudad de México,2100200,Museo Nacional de Historia,221857,10133,203917,10256,197991,9444,327764,9276,183481,11296,167309,10581,241977,10639,249893,10312,174165,8953,188323,9697,221689,15045,158815,8802
2018,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,19913,2038,23812,2188,25171,2460,28057,2529,31801,2606,23710,2398,26518,2680,25270,1611,49630,1649,63178,3048,51564,4194,39061,3827
2018,Ciudad de México,2100400,Museo Nacional de las Intervenciones,19123,65,14367,96,18364,110,14419,73,9496,79,5817,62,4872,82,5443,102,10474,81,15125,74,13682,122,9748,111
2018,Ciudad de México,2600100,Museo Casa Carranza,1064,22,4697,15,3528,29,4306,12,797,3,1861,7,469,4,873,5,1374,4,1634,8,3815,15,1196,0
2018,Ciudad de México,2200200,Museo de El Carmen,4180,117,3840,118,8149,139,5442,110,3250,81,3640,143,7142,147,4945,123,6366,140,5250,120,4238,119,5260,207
2018,Ciudad de México,2200100,Galería de Historia,33748,113,23502,123,17278,107,20750,77,9675,56,7699,68,8306,119,5765,84,17726,121,14188,101,13072,99,11946,73
2018,Ciudad de México,2500500,Museo del Templo Mayor,72534,7461,81683,7663,75006,10278,83043,5915,57398,6027,40194,5785,66743,8550,82397,9086,101275,5130,74042,7284,73297,9565,78251,8668
2018,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",1865,5,2579,1,3219,20,6577,3,26629,585,13094,5,14529,1,6647,3,16775,7,11521,11,26946,1,11363,6
2018,Coahuila,2300300,Museo Regional de la Laguna,3451,2,4420,3,7867,18,13042,5,3024,3,6055,9,6441,19,6604,5,1818,0,6462,0,1422,0,1944,20
2018,Colima,2300400,Museo Regional de Historia de Colima,1305,124,1866,34,993,178,586,16,1106,44,1039,8,1967,3,1853,14,1576,22,881,113,406,11,1219,48
2018,Estado de México,2100500,Museo Nacional del Virreinato,22065,491,23464,600,27170,486,31230,381,16983,332,14395,381,18463,382,13395,376,20596,363,21686,507,20453,719,19762,454
2018,Estado de México,2501000,Museo Prehistórico de Tepexpan,775,7,523,0,517,3,776,5,613,4,351,3,360,0,399,0,1424,5,2233,0,732,1,983,40
2018,Estado de México,2600200,Museo Virreinal de Acolman,2746,107,3425,32,3545,144,4627,240,3229,16,2568,145,2367,176,2625,162,2333,100,2811,101,4917,165,4899,102
2018,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,0,0,0,0,0,0,0,0,1046,0,1169,0,946,0,888,0,2334,0,2036,0,3432,0,1966,0
2018,Estado de México,2500800,Museo de Murales Teotihuacanos Beatriz de la Fuente,1463,592,1238,564,1882,748,2958,551,1742,451,1039,401,1642,526,681,542,723,446,1714,645,1606,752,2222,670
2018,Estado de México,4100007,Ex-Convento de Oxtotipac,575,0,647,0,619,0,1073,0,813,0,635,0,1659,0,722,0,499,0,443,0,433,0,796,0
2018,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,524,0,490,0,693,0,226,2,169,0,185,0,424,0,649,0,227,0,125,0,171,0,206,0
2018,Estado de México,4100001,Capilla Abierta de Tlalmanalco,600,0,512,0,630,0,648,0,616,0,594,0,233,0,206,0,536,0,171,0,601,0,369,0
2018,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,26974,1220,16591,1373,18130,1075,24285,963,15243,647,17504,776,30459,1287,28583,1057,14830,769,21215,843,26329,1352,15285,648
2018,Guanajuato,2401300,Museo Casa del Dr. José María Luis Mora,2282,0,1951,0,2251,0,2304,0,1987,0,2229,0,1932,0,2114,0,2488,0,2363,0,2261,0,2279,0
2018,Guanajuato,2401400,Museo Ex Convento Agustino de San Pablo,2289,192,1575,59,1762,61,2204,62,1280,7,1919,53,2348,10,3021,29,1399,29,1581,14,1924,0,1368,16
2018,Guanajuato,2401200,"Museo Casa de Hidalgo ""La Francia Chiquita""",346,24,184,2,224,3,465,0,176,0,257,15,345,37,476,10,383,0,255,10,282,2,57,0
2018,Guanajuato,2401500,Museo Histórico de San Miguel de Allende,16622,592,9171,574,7208,324,10927,484,8342,415,7433,345,15255,590,16647,648,7903,331,6975,345,10941,460,8200,362
2018,Guanajuato,2600300,Casa de Hidalgo,10716,269,7754,234,6079,228,11104,206,6599,174,7419,193,10283,388,9579,223,7676,146,7288,147,8685,237,5269,135
2018,Guanajuato,4100004,Ex-Convento Agustino de Fray Juan de Sahagún,449,0,410,0,425,0,537,0,555,0,376,0,412,0,372,0,279,0,325,0,231,0,306,0
2018,Guerrero,2300700,Museo Regional de Guerrero,3438,0,2788,4,4685,15,5884,18,4457,0,3287,0,5995,27,4172,11,4280,18,2573,22,4828,14,4233,13
2018,Guerrero,2401700,Museo Guillermo Spratling,1351,233,1815,0,1536,326,1292,261,1165,271,434,23,1608,249,1319,255,1092,162,1293,173,1092,152,1728,269
2018,Guerrero,2401800,"Museo Histórico de Acapulco, Fuerte de San Diego",4996,989,6726,65,5419,673,4900,1431,5490,589,3126,241,7010,216,5992,145,3061,118,3611,434,11111,374,2640,255
2018,Hidalgo,2401900,Museo de Actopan,1441,3,1703,2,1765,1,2301,2,1527,2,1098,0,3771,4,1421,1,1113,27,2313,3,1817,7,1522,0
2018,Hidalgo,2402000,Museo de la Fotografía,2981,107,4152,76,3641,71,3075,58,2511,66,1778,33,2895,87,2450,70,930,15,3948,99,2506,92,1270,53
2018,Hidalgo,2402100,Museo Tepeapulco,1817,0,1469,87,1207,90,986,45,1222,70,988,20,957,47,981,42,1070,0,1066,39,1011,38,1062,52
2018,Hidalgo,4100008,Ex - convento de San Andrés Epazoyucan,1294,0,1406,0,1482,1,2304,0,1387,0,1517,1,1799,4,1288,8,2598,1,2116,2,2094,1,3034,3
2018,Jalisco,2300800,Museo Regional de Guadalajara,21876,193,14280,351,11793,408,13556,363,10088,218,8392,297,16394,406,17137,294,10948,275,10250,235,13964,332,8777,373
2018,Jalisco,2402200,Museo Arqueológico de Ciudad Guzmán,291,1,232,0,278,0,149,3,333,0,218,2,253,0,1089,0,572,2,178,2,289,0,364,0
2018,Jalisco,2402400,Museo del Cuale,0,0,0,0,0,0,0,0,346,0,2110,500,1044,533,1959,868,772,153,618,327,660,284,520,653
2018,Jalisco,2402300,"Museo ""Casa Agustín Rivera""",1160,16,558,4,747,0,1347,11,1284,0,613,0,648,8,1800,8,547,0,1076,0,1625,2,675,18
2018,Michoacán,2300900,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",1052,40,1130,102,1573,68,1987,24,1181,22,322,6,0,0,0,0,0,0,0,0,0,0,1562,130
2018,Michoacán,2402500,Museo de Artes y Oficios de Pátzcuaro,1500,136,1299,195,2006,263,1445,218,1340,70,1325,64,2804,133,1903,77,1569,90,2349,316,2545,290,1819,114
2018,Michoacán,2600400,Museo Casa de Morelos,836,51,890,69,1662,59,1107,28,745,21,1040,14,1510,33,1014,19,2503,21,1877,30,1431,29,1191,51
2018,Michoacán,2402600,Museo de la Estampa Ex Convento de Santa María Magdalena,1978,36,1975,43,2739,31,2432,94,1055,14,1350,19,2904,75,2228,39,1962,4,2005,65,3950,15,2255,15
2018,Michoacán,4100015,Templo de Tupátaro,1273,42,915,65,1827,88,1187,56,947,36,917,31,2347,102,1639,64,1245,22,1433,181,2542,156,2309,103
2018,Morelos,2301000,Museo Regional Cuauhnáhuac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5064,0
2018,Morelos,2402800,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Morelos,2402700,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,0,0,134,0,213,0,259,5,144,2,170,0,33,0,128,0,166,0,180,0,280,0,108,0
2018,Morelos,2700300,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,4546,290,3930,243,3930,243,4953,194,3565,295,3324,130,8413,3,4579,186,3477,61,4403,198,6535,318,7550,285
2018,Nayarit,2301100,Museo Regional de Nayarit,846,29,792,52,791,35,896,26,738,21,758,31,1244,37,717,6,443,26,1136,8,918,25,959,40
2018,Nayarit,2402900,Museo Local de Antropología e Historia de Compostela,363,86,776,88,279,74,305,39,329,1,212,11,432,9,265,2,216,2,570,6,731,34,881,22
2018,Nuevo León,2301200,"Museo Regional de Nuevo León ""Ex Obispado""",2449,63,3088,48,6320,121,4541,55,4399,31,2151,72,2094,93,2132,47,2673,55,1317,51,3423,60,3078,52
2018,Oaxaca,2301300,Museo de las Culturas de Oaxaca,10217,4099,9179,4280,13863,4141,12157,2556,12157,2556,6089,1686,18795,3095,9993,3026,7669,1634,8643,3420,11413,5139,16281,4284
2018,Oaxaca,2600500,Museo Casa de Juárez,1434,174,1005,216,2297,134,1602,78,1129,73,1062,75,3162,158,1315,93,1039,64,854,93,1278,167,1814,140
2018,Oaxaca,2403000,Sala Homenaje a Juárez,752,0,661,0,2194,0,998,0,248,0,968,0,1614,212,950,0,663,0,913,0,918,0,1314,0
2018,Oaxaca,4100005,Ex-Convento de Coixtlahuaca,291,0,354,0,431,0,293,0,423,0,316,0,359,10,138,0,303,0,135,0,274,0,373,0
2018,Oaxaca,4100006,Ex-Convento de Cuilapan,2592,40,2695,17,3395,65,3106,30,2931,26,1994,16,4928,86,2644,109,2541,12,2743,68,2624,146,4289,141
2018,Oaxaca,4100011,Ex-Convento de Santo Domingo Yanhuitlán,1066,75,850,96,1912,29,3664,29,1653,11,920,29,1741,65,1350,16,1024,7,992,21,2277,83,2443,45
2018,Oaxaca,4100012,Ex-Convento de Teposcolula,470,12,677,36,674,16,597,12,790,4,290,4,822,31,476,11,330,4,396,6,721,23,1426,9
2018,Puebla,2301400,Museo Regional de Puebla,2474,41,2932,33,4068,46,3733,48,2679,34,2781,24,1910,50,2504,33,2201,36,2490,19,5199,44,2335,20
2018,Puebla,2403300,Museo de la No Intervención Fuerte de Loreto,8544,97,5304,116,8242,142,9472,131,4442,68,4938,62,6892,149,10201,149,4897,109,4564,83,5870,155,6577,67
2018,Puebla,2403100,Museo de Arte Religioso de Santa Mónica,1292,177,1316,60,1603,35,2530,46,1982,57,1450,80,1405,75,1927,129,1890,96,1613,41,2684,423,1084,47
2018,Puebla,2403200,Museo de la Evangelización,1595,132,1789,114,1519,129,2020,87,1269,59,1338,35,1847,71,2267,75,1770,46,1879,87,1772,58,2086,57
2018,Puebla,2403400,Museo del Valle de Tehuacán,704,9,892,0,559,0,761,1,412,0,1174,0,961,0,811,0,780,0,1210,0,841,0,1018,20
2018,Puebla,4100003,Casa del Dean,634,109,504,93,709,48,801,56,593,44,522,40,1014,90,937,71,1203,68,1006,63,1157,134,901,70
2018,Puebla,4100017,Casa de la Palestina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Puebla,4100013,Ex-Convento Franciscano de Tecalli,5141,54,3470,20,3899,69,3986,31,2947,35,2672,32,4468,26,3248,28,3025,19,2854,27,3373,38,3597,40
2018,Puebla,4100009,Ex-Convento de San Francisco Huaquechula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Puebla,4100010,Ex-Convento de San Francisco Tecamachalco,91,0,276,0,226,0,359,0,252,0,342,0,176,0,302,0,454,0,331,0,6356,0,512,0
2018,Puebla,4100014,Fuerte de Guadalupe,5647,79,5076,58,7060,94,2298,55,2005,36,2828,52,5641,126,5093,81,2961,41,3179,67,3160,74,4269,80
2018,Puebla,4100015,Museo de Tehuacán el Viejo con zona arqueológica,4508,57,2348,11,2368,26,4607,42,2045,74,2241,26,3189,49,4133,71,1609,35,1975,20,2695,57,1982,64
2018,Puebla,4100016,Museo de sitio de Teteles del Santo Nombre con zona arqueológica,1866,100,1204,22,796,25,1456,55,556,10,975,30,1674,7,1246,10,1113,8,1012,12,1950,4,477,2
2018,Querétaro,2301500,Museo Regional de Querétaro,5652,215,5536,261,8610,321,7453,220,8019,173,7196,181,10375,292,7662,257,7312,187,10847,228,7652,264,8188,194
2018,Quintana Roo,2403500,Museo Maya de Cancún con Z. A,2801,3048,2113,2261,3272,3147,3198,2278,2715,2074,3318,2814,4796,3079,3615,3119,2763,1693,2743,2583,3038,3026,4500,4308
2018,San Luis Potosí,2301600,Museo Regional Potosino,1860,0,1891,0,3332,80,2584,79,4021,56,1764,84,2566,208,1943,109,2417,59,2034,66,2267,92,2122,103
2018,Sinaloa,2403600,Museo Arqueológico de Mazatlán,759,147,351,100,726,47,728,72,547,62,1500,42,1162,53,391,23,419,6,447,20,383,76,451,123
2018,Sonora,2301700,Museo Regional de Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Tabasco,2403700,Museo de Oxolotán,496,0,273,0,766,0,960,0,539,0,159,9,378,0,361,19,91,0,307,0,521,0,556,0
2018,Tamaulipas,2403800,Museo de la Cultura Huasteca,253,3,1102,3,693,0,868,0,771,3,909,4,1529,5,429,8,921,2,1444,0,716,0,916,5
2018,Tlaxcala,2301800,Museo Regional de Tlaxcala,2022,17,2221,11,2371,36,2535,23,1714,12,1945,17,4151,48,1497,13,1470,9,1258,12,1897,15,1578,18
2018,Veracruz,2404200,Museo Local Tuxteco,343,54,399,6,322,2,458,2,452,0,316,4,345,20,372,1,255,0,178,0,191,2,423,13
2018,Veracruz,2403900,Museo Baluarte de Santiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Veracruz,2404100,Museo del Fuerte de San Juan de Ulúa,15965,304,19110,143,17806,230,36863,205,21268,245,18786,225,29354,244,30063,288,14968,202,11542,90,16984,525,28762,267
2018,Veracruz,2502900,Museo de Sitio de El Zapotal,152,0,208,0,159,0,142,0,78,0,111,0,177,0,146,0,60,0,123,0,183,0,150,0
2018,Veracruz,2503200,Museo de Sitio de Tres Zapotes con Zona Arqueológica,232,44,358,8,323,4,498,9,304,5,381,3,281,5,420,9,268,2,278,6,274,2,519,11
2018,Veracruz,2404000,Museo de Palmillas,161,0,55,0,20,0,114,0,36,0,130,0,219,0,162,0,54,0,49,0,206,0,1260,0
2018,Yucatán,2301900,"Museo Regional de Yucatán ""Palacio Cantón""",30829,1597,6144,1521,8344,1204,9479,742,5426,648,5964,642,11592,745,6218,720,1611,145,0,0,3739,397,9586,1347
2018,Yucatán,2404300,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",519,99,380,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Zacatecas,2302000,Museo de Guadalupe,3180,62,2662,41,3746,65,5422,69,3392,22,3101,31,4320,47,3925,85,3002,38,3912,76,4124,45,2228,26
2017,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,2080,36,1789,28,2250,28,3864,49,1545,19,1192,20,2454,37,1985,48,2008,8,3439,19,3034,40,2049,43
2017,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",0,0,0,0,629,111,1307,215,648,72,883,0,1146,174,1233,145,811,100,811,100,684,131,418,174
2017,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,1069,531,1486,316,1347,105,1646,259,1491,292,1109,46,1685,72,757,80,555,23,1087,38,1217,74,1317,156
2017,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,623,331,744,292,848,474,1900,240,688,87,701,159,886,22,903,72,809,104,1079,135,628,69,1124,487
2017,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Baja California Sur,4100016,Misión de San Francisco Javier,534,382,727,987,570,818,297,154,758,128,434,125,861,136,1866,163,625,18,434,34,830,367,5696,547
2017,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",1932,585,1777,621,1647,499,3557,386,1076,181,1298,218,3475,477,1967,550,1035,155,2003,205,3457,435,3861,135
2017,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,3609,183,3606,940,4163,826,7620,402,3059,260,3262,263,7081,662,4425,657,2652,204,3162,275,4583,708,8810,318
2017,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,107,5,122,8,282,5,239,2,288,0,209,0,148,2,206,0,108,3,214,2,138,11,240,9
2017,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,2545,175,2467,171,2697,143,4550,70,1649,47,1432,6,0,0,0,0,0,0,0,0,0,0,3907,113
2017,Chiapas,2300500,Museo Regional de Chiapas,411,30,1152,46,1368,41,1349,45,1095,45,1636,17,2386,15,1822,21,551,12,1305,13,1212,35,1204,93
2017,Chiapas,2401000,Museo de los Altos de Chiapas,2126,785,2339,828,1947,659,3260,590,2524,437,2169,360,3484,509,2502,771,273,90,0,0,1087,373,2060,479
2017,Chiapas,2400900,Museo Arqueológico del Soconusco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Chiapas,2400800,Museo Arqueológico de Comitán,848,39,735,18,994,55,1326,48,826,3,612,35,1095,43,912,40,584,59,630,20,1303,45,500,83
2017,Chihuahua,2401100,Museo de la Revolución en la Frontera,6934,3233,7270,388,9823,738,9956,541,10529,639,11754,917,11430,882,10611,769,8590,554,8713,537,10753,604,3475,153
2017,Ciudad de México,2100100,Museo Nacional de Antropología,183337,23283,212136,20421,180690,23355,231916,26399,124316,20472,73966,21438,51337,20871,147728,23261,263233,17999,244158,19816,209934,34491,140589,20969
2017,Ciudad de México,2100200,Museo Nacional de Historia,198492,9483,160965,7930,138818,8035,243846,7108,125242,6341,148515,6661,208416,6137,242835,6232,143455,5737,125717,6041,171242,8764,143257,6196
2017,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,22493,2373,19637,1702,21762,1944,28402,2689,20258,1999,14381,1548,13738,2878,15391,1944,26761,2109,31201,3185,98779,3690,28872,2129
2017,Ciudad de México,2100400,Museo Nacional de las Intervenciones,24547,103,14327,68,16703,99,11409,75,7614,83,5254,104,4349,122,7075,77,5226,42,10528,60,18524,77,9096,113
2017,Ciudad de México,2600100,Museo Casa Carranza,1754,15,4460,40,5860,13,3157,14,2973,18,2204,6,1224,9,866,18,706,12,943,6,1879,13,638,24
2017,Ciudad de México,2200200,Museo de El Carmen,5493,120,3355,85,4281,123,7927,146,4258,72,4186,93,7235,137,4687,144,4451,61,4047,68,5301,76,5176,132
2017,Ciudad de México,2200100,Galería de Historia,37006,61,26568,23,28705,80,30533,47,14594,29,33785,56,24924,35,15832,26,22612,49,24321,73,26216,89,10700,106
2017,Ciudad de México,2500500,Museo del Templo Mayor,67092,5528,69113,5779,60353,6819,71432,6436,39739,5558,40594,6292,60128,7690,52261,6331,47310,4628,51471,4789,75262,7210,91683,8444
2017,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",3892,63,4658,76,10222,54,4506,115,13814,109,7252,79,6513,15,6114,6,3744,5,7161,2,10016,3,4747,1
2017,Coahuila,2300300,Museo Regional de la Laguna,4259,114,2966,5,5129,5,4104,7,2518,0,13119,10,4382,22,2756,0,4832,3,9419,2,9122,2,6914,12
2017,Colima,2300400,Museo Regional de Historia de Colima,833,322,1260,216,505,132,1254,5,1445,9,1049,2,754,9,1108,12,587,0,1091,271,1365,11,704,304
2017,Estado de México,2100500,Museo Nacional del Virreinato,25495,380,27595,649,25145,373,34623,370,15092,348,16407,257,18981,403,15062,435,11544,231,22373,635,26112,739,17752,456
2017,Estado de México,2501000,Museo Prehistórico de Tepexpan,714,0,917,0,1492,2,3772,6,574,0,1050,0,520,0,578,1,835,0,1604,0,1095,0,673,0
2017,Estado de México,2600200,Museo Virreinal de Acolman,3272,228,4487,167,4680,143,6015,162,3966,128,2403,123,3019,104,2698,128,2368,66,2608,125,4207,0,3299,112
2017,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,4544,0,5265,0,6666,0,3795,0,3206,0,4708,0,3526,0,3396,0,2386,0,0,0,0,0,0,0
2017,Estado de México,2500800,Museo de Murales Teotihuacanos Beatriz de la Fuente,828,470,1383,391,1154,450,1867,485,1173,0,1321,395,1639,520,1233,528,743,311,1760,477,1471,448,903,235
2017,Estado de México,4100007,Ex-Convento de Oxtotipac,1908,0,781,0,889,0,1657,0,753,0,992,0,1023,0,1601,0,958,0,577,0,690,0,613,0
2017,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,402,0,259,2,1280,0,652,0,383,0,480,0,402,0,626,0,466,0,496,5,957,0,2817,0
2017,Estado de México,4100001,Capilla Abierta de Tlalmanalco,624,0,561,0,586,0,705,0,701,0,657,0,637,0,793,0,432,0,0,0,0,0,166,0
2017,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,22494,1100,15111,1091,17969,954,31841,911,19378,692,18885,772,25878,903,31860,995,16539,594,17578,805,26425,1080,15567,830
2017,Guanajuato,2401300,Museo Casa del Dr. José María Luis Mora,2232,0,1854,0,2276,0,2348,0,1991,0,2587,0,2212,0,2262,0,2610,0,2264,0,2409,0,2505,0
2017,Guanajuato,2401400,Museo Ex Convento Agustino de San Pablo,1733,166,1804,49,2031,49,2946,55,1681,37,1971,69,2581,120,2895,124,1410,26,1757,20,1565,39,1640,117
2017,Guanajuato,2401200,"Museo Casa de Hidalgo ""La Francia Chiquita""",345,38,456,1,268,2,471,9,249,3,288,9,336,14,412,20,653,35,289,12,362,0,261,4
2017,Guanajuato,2401500,Museo Histórico de San Miguel de Allende,14021,400,9125,493,8196,372,17870,486,7630,326,7894,328,12417,489,18422,462,9448,242,6885,290,8996,398,7504,326
2017,Guanajuato,2600300,Casa de Hidalgo,7665,178,8176,111,7866,125,13441,141,7839,171,6765,202,8489,290,9714,240,8176,183,5889,139,9620,174,6141,197
2017,Guanajuato,4100004,Ex-Convento Agustino de Fray Juan de Sahagún,447,6,369,3,308,0,649,2,419,1,459,0,512,0,346,0,414,0,548,0,438,0,438,0
2017,Guerrero,2300700,Museo Regional de Guerrero,806,0,3028,293,4085,0,4854,1,4665,2,4843,29,5489,0,4600,0,3939,0,3884,0,3730,5,2732,15
2017,Guerrero,2401700,Museo Guillermo Spratling,1273,214,920,177,926,248,1542,300,1065,172,1140,222,1330,303,1224,218,814,179,1080,42,946,262,1621,333
2017,Guerrero,2401800,"Museo Histórico de Acapulco, Fuerte de San Diego",4114,1436,4897,968,5440,853,7149,266,6249,553,4303,472,5018,403,6204,350,2710,190,3808,702,9646,841,14864,682
2017,Hidalgo,2401900,Museo de Actopan,1227,1,1585,10,1444,0,2609,5,1318,0,1367,13,2425,6,1659,20,1155,2,1919,10,1725,7,1706,10
2017,Hidalgo,2402000,Museo de la Fotografía,3703,87,3939,67,2813,64,4489,73,1630,23,1366,28,2022,104,2491,61,2250,82,2471,37,2129,48,1390,14
2017,Hidalgo,2402100,Museo Tepeapulco,1552,81,903,34,955,45,914,24,913,40,765,17,657,7,925,47,931,53,988,39,953,48,1582,81
2017,Hidalgo,4100008,Ex - convento de San Andrés Epazoyucan,1848,0,651,0,1422,0,2027,0,1385,0,1344,0,1742,1,1536,1,1404,2,1656,4,1507,0,1917,0
2017,Jalisco,2300800,Museo Regional de Guadalajara,10564,120,12075,155,12501,210,17423,171,8803,211,12742,314,23865,431,19015,374,11722,188,27376,231,12864,265,14493,230
2017,Jalisco,2402200,Museo Arqueológico de Ciudad Guzmán,154,0,244,0,144,0,83,0,153,0,112,0,159,0,389,0,297,2,165,0,372,0,488,0
2017,Jalisco,2402400,Museo del Cuale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Jalisco,2402300,"Museo ""Casa Agustín Rivera""",502,0,531,4,628,0,623,0,505,3,639,3,480,5,589,5,1116,0,1215,4,1153,2,1324,16
2017,Michoacán,2300900,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",673,37,1090,75,1108,26,1523,26,985,10,979,20,1629,11,1990,31,1659,7,1627,17,2238,14,1722,75
2017,Michoacán,2402500,Museo de Artes y Oficios de Pátzcuaro,1158,188,2061,122,1960,160,2001,88,930,77,1684,65,2838,98,1993,66,1680,32,3128,146,2637,200,1699,105
2017,Michoacán,2600400,Museo Casa de Morelos,594,48,1053,67,962,35,1694,30,809,15,727,19,1660,49,1234,23,2259,6,1455,31,1042,36,1282,31
